,LASAR,MouseID,Ear (L/R),TumorID,Model CLID,Group#,Group Description,Response,Day Taken,Day,Area,Area Unit,Phenotype 1,Abundance 1,Ratio 1,Core 1
8269,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.6330859842259999,mm2,excluded,3993.7955,0.10902796148699957,3433.242
8271,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,1.1133177179969997,mm2,excluded,4263.1254,0.5099597056262537,4239.61995
8272,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,1.2938478744529998,mm2,excluded,3812.0807,0.5760630796157241,3803.68725
8273,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,1.606824153767,mm2,excluded,4413.6069,0.3397013289274502,4367.8632
8274,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,1.9100666766279997,mm2,excluded,4993.236,0.37363132840417607,4408.9129
8275,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,2.275244261553,mm2,inflamed,6533.24725,0.6979078019698594,6539.42295
8276,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,2.201647774579,mm2,inflamed,9590.5914,0.4162039362193488,9313.294249999999
8277,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,2.4908133107059998,mm2,desert,51.9851,0.4343716217914882,51.6083
8278,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,2.5372243397799994,mm2,inflamed,7810.5811,0.9798720257175058,11481.5367
8265,17-0727 A,20200114 Cage-1 Mouse-16,R,2.1.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,excluded,4773.9725,0.44686426097886545,4884.132
8270,17-0727 A,20200114 Cage-1 Mouse-16,R,2.3,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,0.78613544724,mm2,excluded,3417.6034,0.36181172737861167,3325.6045
8506,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-20,6,0.001,mm2,uncertain,1698.7395,0.4423942615064606,1725.3218
8507,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.07690920493699999,mm2,inflamed,10834.4205,0.3034158341023346,10351.173149999999
8508,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.389035637481,mm2,inflamed,11361.3196,0.6941745990925638,11358.241300000002
8509,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.41561518827599997,mm2,inflamed,9764.6939,0.3100717339039762,9711.7196
8510,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.097412858998,mm2,inflamed,10271.6676,0.6864245871538367,10567.0946
8511,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.211223877087,mm2,inflamed,9154.775399999999,0.9789576055344805,10901.936399999999
8512,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.9300097515369999,mm2,inflamed,13078.2397,0.9081414897059198,14237.72
8513,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.41175873776,mm2,inflamed,10609.74865,0.8808801886203903,10985.8609
8514,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.24070151626,mm2,inflamed,8466.893100000001,0.8241945506761427,9202.49725
8515,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-02-01,18,0.38884545952599997,mm2,inflamed,2902.9552000000003,0.6083415126079516,2962.8203
8516,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-02-02,19,0.41737213405999996,mm2,inflamed,6284.0216,0.9579463558223844,8196.337899999999
8517,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-02-03,20,0.40858740981899994,mm2,excluded,4003.6507,0.5118250413324056,4187.3858
8518,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-02-04,21,0.0,mm2,None,NaN,NaN,NaN
8519,17-0727 A,20200114 Cage-1 Mouse-16,R,20,CL587054,2,aPD-L1,C.R.,2020-02-07,24,0.0,mm2,None,NaN,NaN,NaN
8280,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.26274057481299995,mm2,excluded,3306.4885,0.0,3227.2436500000003
8281,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.12375744912899998,mm2,uncertain,5316.1056,0.663798906391926,5333.0014
8282,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.09077551033799999,mm2,excluded,4083.3102,0.09242274290866835,3066.7669
8283,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.43572245149399996,mm2,inflamed,4453.7462,0.7756955760277128,5915.682049999999
8285,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,0.7547056450449999,mm2,excluded,5054.35295,0.3713464671364082,4830.68465
8286,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,0.808484087149,mm2,inflamed,5231.2151,0.6638643871002724,5110.3336
8287,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,1.0766170831289998,mm2,excluded,5588.3597,0.43121316613616495,5719.7189
8288,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,1.1173450877039999,mm2,inflamed,5463.8553,0.890979032023909,5601.2645
8289,17-0727 A,20200114 Cage-1 Mouse-16,R,3,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,2.111653128514,mm2,inflamed,7164.7004,0.9173538307360074,9000.711
8279,17-0727 A,20200114 Cage-1 Mouse-16,R,3.1.2.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,excluded,6410.7115,0.09336910538828108,6015.4817
8284,17-0727 A,20200114 Cage-1 Mouse-16,R,3.2,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,0.78613544724,mm2,uncertain,4341.9785,0.9198389301243256,4396.323
8290,17-0727 A,20200114 Cage-1 Mouse-16,R,3.4,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,8.925672944399,mm2,inflamed,8808.7353,0.794646468307163,9253.664700000001
8291,17-0727 A,20200114 Cage-1 Mouse-16,R,3.4,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,9.493785688923,mm2,inflamed,7153.8475,0.9775212221374988,9280.01395
8292,17-0727 A,20200114 Cage-1 Mouse-16,R,3.4,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,9.778572317393998,mm2,inflamed,7802.8593,0.8691741375527163,8969.2538
8294,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.5268475579959999,mm2,excluded,4598.1382,0.014213867628643054,4346.33565
8295,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.8563468835899999,mm2,excluded,5298.7668,0.25817414753546974,5246.5593
8296,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.7084394169839999,mm2,inflamed,3781.6277499999997,0.7841830439515841,4064.6252
8297,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,1.1956989385699999,mm2,excluded,5215.953,0.29442226561304186,5035.3962
8298,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,2.093888458115,mm2,excluded,4985.282,0.4994163176924169,5125.7271
8299,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,1.9507950180909999,mm2,inflamed,5072.7227,0.72576494846115,5074.9594
8300,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,2.256180172027,mm2,inflamed,4905.9486,0.7351542396091117,4921.3224
8301,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,2.820092545498,mm2,inflamed,4862.6023,0.7903113219825022,5014.9099
8302,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,2.9069711787599997,mm2,inflamed,5463.8553,0.890979032023909,5601.2645
8303,17-0727 A,20200114 Cage-1 Mouse-16,R,4,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,4.950486421242999,mm2,inflamed,7164.7004,0.9173538307360074,9000.711
8293,17-0727 A,20200114 Cage-1 Mouse-16,R,4.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,excluded,4691.5848,0.2707406149599497,4253.37145
8307,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.001,mm2,inflamed,9384.41095,0.895734837840819,11520.9677
8308,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.165725669444,mm2,uncertain,6313.07915,0.5228258678924321,6196.519700000001
8309,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.068125159151,mm2,inflamed,8412.5901,1.0,10978.954249999999
8310,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.26666526386499995,mm2,excluded,3719.8938,0.0,3546.5392
8311,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.16769067632100002,mm2,inflamed,4815.8638,0.6502708497944205,4983.5401
8312,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.06910651857399999,mm2,inflamed,7000.64925,0.9316190387220031,8176.6995
8313,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.22117990007699997,mm2,inflamed,5401.7528,0.9424303973097446,5826.018
8314,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.0,mm2,None,NaN,NaN,NaN
8315,17-0727 A,20200114 Cage-1 Mouse-16,R,5,CL587054,2,aPD-L1,C.R.,2020-02-07,24,0.0,mm2,None,NaN,NaN,NaN
8316,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,inflamed,7753.5089499999995,0.7350612936697504,9014.971300000001
8317,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,1.8245439567389998,mm2,excluded,5521.0158,0.17512312505483876,5354.2393
8318,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,6.4685714824469995,mm2,inflamed,6357.4854,0.33137642828043745,6358.2415
8319,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,6.213730149840999,mm2,inflamed,3373.9404,0.8949652108471351,3706.3175
8320,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,9.596435645003998,mm2,excluded,2574.07765,0.4692833544423123,2527.46665
8321,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,7.3229483292349995,mm2,uncertain,3804.3292,0.7727302921743375,3842.605
8322,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,10.032353318414998,mm2,excluded,3498.4989,0.5836776744698803,3519.2562
8323,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,13.845753665535,mm2,excluded,2528.5225,0.4323173550645087,2517.8693
8324,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,9.196632964105,mm2,uncertain,3416.8985,0.3859093467471135,3375.1857
8325,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,9.010595596575,mm2,inflamed,3953.4013,0.46541598047547084,4222.3278
8326,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,21.490565412277,mm2,excluded,2469.63,0.16604550108395982,2243.1566
8327,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,10.146749983539,mm2,excluded,2262.6551,0.0019290012516223266,1786.6166
8328,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,33.74017450759499,mm2,excluded,3322.37245,0.009568733963313253,2161.2646
8329,17-0727 A,20200114 Cage-1 Mouse-16,R,6,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,37.039531997847,mm2,excluded,585.0657,0.16227655169026078,561.8376
8330,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-22,8,0.001,mm2,inflamed,3288.899,0.7716150397273326,3791.9872
8331,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-23,9,0.27464783906199997,mm2,inflamed,2500.66485,0.8152699959069626,2591.8956
8332,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-24,10,0.44818154764499996,mm2,uncertain,3235.557,0.7891063563811518,3319.8517
8333,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-25,11,0.439236343062,mm2,inflamed,3309.5395,0.5766148646841835,3296.6031000000003
8334,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-26,12,0.37149634047499996,mm2,excluded,3117.0851,0.3319253486472907,3108.7551
8335,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-27,13,0.39297011500099993,mm2,excluded,3355.64265,0.16196688463377876,3263.0621
8336,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-28,14,0.4458736917219999,mm2,inflamed,5351.27245,0.9470059225998568,5456.5074
8337,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-01-29,15,0.5513545176669999,mm2,inflamed,4615.61155,0.96002420818501,4731.4218
8338,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-02-01,18,0.66353970491,mm2,inflamed,5271.1114,0.6396843658452737,5474.7543
8339,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-02-02,19,0.7277188106949999,mm2,inflamed,6845.4647,0.45886393458503544,6599.3561
8340,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-02-03,20,1.119174207063,mm2,inflamed,8593.6134,0.6538211319665144,8593.6134
8341,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-02-04,21,1.206435825833,mm2,inflamed,14005.4335,0.9765288798004262,14800.64085
8342,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-02-05,22,1.321341322849,mm2,inflamed,15140.246,0.9814795007746789,17426.1745
8343,17-0727 A,20200114 Cage-1 Mouse-16,R,7,CL587054,2,aPD-L1,P.R.,2020-02-07,24,1.2171727130959997,mm2,inflamed,16767.3812,0.8929040579841285,18056.8959
8344,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-01-24,10,0.001,mm2,inflamed,3151.658,0.7743827961128908,3454.0835500000003
8345,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-01-25,11,0.4361128859699999,mm2,uncertain,4117.1168,0.5553630767309095,4255.64925
8346,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-01-26,12,0.46812833519999997,mm2,inflamed,3421.2065,0.7596349378487206,3524.8327
8347,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-01-27,13,0.667444026275,mm2,inflamed,3285.8184,0.8016427510247356,3558.7532
8348,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-01-28,14,0.808679323103,mm2,inflamed,3418.6943,0.6401303232776249,3507.82195
8349,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-01-29,15,0.8562180473249998,mm2,excluded,2782.3483,0.46774274554086975,2883.666
8350,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-02-01,18,1.0966535109659998,mm2,inflamed,3965.2317,0.6037535141163978,4029.054
8351,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-02-02,19,1.4623642024349999,mm2,inflamed,3553.5947,0.6828092239139081,3673.1585
8352,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-02-03,20,1.5465023641129998,mm2,excluded,3846.9028,0.311852997775924,3659.7731
8353,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-02-04,21,1.929794702217,mm2,inflamed,7010.8811,0.4210944188725879,6686.56485
8354,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-02-05,22,1.6202940683249998,mm2,inflamed,8292.7788,0.7043810752572647,8335.3292
8355,17-0727 A,20200114 Cage-1 Mouse-16,R,8,CL587054,2,aPD-L1,P.R.,2020-02-07,24,1.7301001852649998,mm2,inflamed,7905.1353,0.41614868434384833,7275.2079
8357,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.8081322310279999,mm2,inflamed,7055.3003499999995,0.10346492868273176,6598.428
8358,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,1.184284602292,mm2,inflamed,6928.92245,0.059453665233546574,6764.7125
8359,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,1.068613223161,mm2,excluded,6037.091399999999,0.27616225555047147,5524.1089
8360,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,1.478567144288,mm2,excluded,6095.06935,0.10145290167493015,5554.872149999999
8361,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,1.8242949497169998,mm2,inflamed,6867.46745,0.14547753806201164,6591.90365
8362,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,2.0847132993979995,mm2,inflamed,7303.36345,0.2606229039508552,6946.6176
8363,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,2.5146764119029994,mm2,inflamed,7930.008,0.16559394072909098,6990.866
8364,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,2.848984537636,mm2,inflamed,10051.0312,0.13684102767912507,9402.5324
8365,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,3.2477965666179998,mm2,inflamed,10862.0318,0.06929392360652631,9729.8542
8366,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,4.00017418925,mm2,inflamed,13285.6145,0.0711544118429513,11031.0157
8367,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,4.327942111721,mm2,inflamed,13703.0257,0.3272836392878824,13314.77345
8368,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,4.028051151881,mm2,inflamed,13045.0082,0.5293999626875862,12784.9812
8369,17-0727 A,20200114 Cage-1 Mouse-16,R,9,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,4.661761731138,mm2,inflamed,12205.3161,0.7509446098592598,14046.41145
8356,17-0727 A,20200114 Cage-1 Mouse-16,R,9.1.2.3.4.5.6.7.8.10.11.12.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,inflamed,6924.9585,0.31779268386033344,6531.3322
890,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-20,6,0.001,mm2,desert,1258.8431,0.6553329039529828,1247.01735
891,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-22,8,0.598876739056,mm2,inflamed,2156.3457,0.49623544403005626,2295.9998
892,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-23,9,0.8567372853129999,mm2,inflamed,1606.9685,0.6933596878088414,1723.6834
893,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-24,10,0.7996053617979999,mm2,uncertain,2482.6699,0.33003518960040457,3090.6918
894,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-25,11,1.0250800177159998,mm2,desert,1527.8213999999998,0.8764317936960689,1588.3145
895,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-26,12,1.306776929364,mm2,inflamed,2334.94535,0.6939517112546708,2335.5206
896,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-27,13,1.6554329793259999,mm2,excluded,2300.78105,0.44514437515948996,2253.12995
897,17-0727 A,20200114 Cage-1 Mouse-17,L,1,CL587054,1,aTGFb,S.D./P.D.,2020-01-28,14,1.8535976597959998,mm2,inflamed,2642.3963,0.6755037655744838,2651.7808
963,17-0727 A,20200114 Cage-1 Mouse-17,L,10,CL587054,1,aTGFb,S.D./P.D.,2020-01-22,8,0.9775667191799999,mm2,uncertain,3473.7776,0.4060604989300097,3800.1278
964,17-0727 A,20200114 Cage-1 Mouse-17,L,10,CL587054,1,aTGFb,S.D./P.D.,2020-01-23,9,1.66486952102,mm2,excluded,2280.3643,0.0097883029660116,2168.0303999999996
965,17-0727 A,20200114 Cage-1 Mouse-17,L,10,CL587054,1,aTGFb,S.D./P.D.,2020-01-24,10,2.1891539415319996,mm2,excluded,2246.8981,0.08678785319710791,1987.7335
966,17-0727 A,20200114 Cage-1 Mouse-17,L,10,CL587054,1,aTGFb,S.D./P.D.,2020-01-25,11,2.8544505875469994,mm2,uncertain,2018.748,0.05408254536675298,1712.3886
967,17-0727 A,20200114 Cage-1 Mouse-17,L,10,CL587054,1,aTGFb,S.D./P.D.,2020-01-26,12,3.112526344409,mm2,uncertain,2598.008,0.5532357663424964,2531.29995
962,17-0727 A,20200114 Cage-1 Mouse-17,L,10.1.2.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41,CL587054,1,aTGFb,S.D./P.D.,2020-01-20,6,0.001,mm2,uncertain,2343.7449,0.5964921395421484,2358.42155
970,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-20,6,0.001,mm2,desert,1328.3133,0.32678547309222405,1274.4547499999999
971,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-22,8,0.7197061682439999,mm2,excluded,2390.40545,0.3131120401387767,2410.1071
972,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-23,9,1.0985913562479999,mm2,uncertain,1855.5109,0.6794754594800184,2017.06105
973,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-24,10,0.8394294584369999,mm2,inflamed,2040.5844,0.9728181628477934,2162.5605
974,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-25,11,1.2917452862599998,mm2,excluded,1710.8946,0.2575665068077987,1660.54655
975,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-26,12,1.7026752842189998,mm2,uncertain,2635.4664,0.13315374827380144,2610.2119
976,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-27,13,1.8678281504829997,mm2,excluded,3412.86935,0.28531102962724353,3020.4118
977,17-0727 A,20200114 Cage-1 Mouse-17,L,11,CL587054,1,aTGFb,S.D./P.D.,2020-01-28,14,2.11717010934,mm2,excluded,3559.6157000000003,0.1687417537745628,3488.5057
978,17-0727 A,20200114 Cage-1 Mouse-17,L,12,CL587054,1,aTGFb,S.D./P.D.,2020-01-20,6,0.001,mm2,desert,1425.9741,0.5559909114626723,1362.0783
979,17-0727 A,20200114 Cage-1 Mouse-17,L,12,CL587054,1,aTGFb,S.D./P.D.,2020-01-22,8,0.9314992784339998,mm2,uncertain,2392.2006,0.06599479296251504,2473.45785
980,17-0727 A,20200114 Cage-1 Mouse-17,L,12,CL587054,1,aTGFb,S.D./P.D.,2020-01-23,9,1.080632858274,mm2,inflamed,1560.599,0.9398792323101203,1754.448
981,17-0727 A,20200114 Cage-1 Mouse-17,L,12,CL587054,1,aTGFb,S.D./P.D.,2020-01-24,10,0.9745190338139998,mm2,uncertain,1816.1372000000001,0.6457394668983271,1826.1958
